number,date,numbers,szostka_count,szostka_value,piatka_count,piatka_value,czworka_count,czworka_value,trojka_count,trojka_value
5612,02-04-2015,"3,10,19,20,36,44",0,0.0,49,3500.0,3051,100.0,55890,10.0
5611,31-03-2015,"19,31,35,40,43,44",0,0.0,34,3500.0,2028,100.0,40283,10.0
5610,28-03-2015,"6,23,29,37,38,45",0,0.0,47,3500.0,2260,100.0,41881,10.0
5609,26-03-2015,"3,7,16,21,31,33",1,1000000.0,53,3500.0,2460,100.0,37052,10.0
5608,24-03-2015,"15,19,24,26,29,48",0,0.0,30,3500.0,1417,100.0,26427,10.0
5607,21-03-2015,"2,10,12,29,39,45",0,0.0,26,3500.0,1403,100.0,28287,10.0
5606,19-03-2015,"14,18,26,29,48,49",2,1000000.0,63,3500.0,3194,100.0,58904,10.0
5605,17-03-2015,"1,5,13,15,38,43",0,0.0,62,3500.0,3169,100.0,57363,10.0
5604,14-03-2015,"7,16,20,29,31,40",0,0.0,42,3500.0,2755,100.0,52548,10.0
5603,12-03-2015,"5,11,12,15,20,23",0,0.0,62,3500.0,2696,100.0,45211,10.0
5602,10-03-2015,"5,10,20,28,35,47",0,0.0,33,3500.0,1854,100.0,32797,10.0
5601,07-03-2015,"2,12,32,34,46,47",0,0.0,37,3500.0,1735,100.0,33241,10.0
5600,05-03-2015,"1,7,8,21,42,47",0,0.0,31,3500.0,1355,100.0,26174,10.0
5599,03-03-2015,"11,27,32,33,40,42",0,0.0,31,3500.0,1872,100.0,36080,10.0
5598,28-02-2015,"1,11,16,28,31,32",0,0.0,35,3500.0,2111,100.0,40784,10.0
5597,26-02-2015,"12,15,18,34,40,42",0,0.0,27,3500.0,1397,100.0,25938,10.0
5596,24-02-2015,"13,14,18,37,41,44",0,0.0,25,3500.0,1120,100.0,21969,10.0
5595,21-02-2015,"9,26,28,31,34,39",1,1000000.0,41,3500.0,2108,100.0,39570,10.0
5594,19-02-2015,"8,11,22,34,42,46",0,0.0,27,3500.0,1521,100.0,26684,10.0
5593,17-02-2015,"4,12,14,17,39,46",0,0.0,36,3500.0,1373,100.0,25388,10.0
5592,14-02-2015,"3,14,22,33,39,43",1,1000000.0,35,3500.0,2463,100.0,47139,10.0
5591,12-02-2015,"9,14,17,24,25,30",0,0.0,36,3500.0,1724,100.0,31100,10.0
5590,10-02-2015,"6,7,9,22,25,30",0,0.0,37,3500.0,1788,100.0,31224,10.0
5589,07-02-2015,"11,14,30,36,39,46",1,1000000.0,115,3500.0,6505,100.0,121075,10.0
5588,05-02-2015,"3,4,5,9,43,49",0,0.0,86,3500.0,5246,100.0,97073,10.0
5587,03-02-2015,"1,18,21,28,37,40",0,0.0,48,3500.0,3382,100.0,63028,10.0
5586,31-01-2015,"5,6,25,26,39,48",0,0.0,62,3500.0,3332,100.0,62054,10.0
5585,29-01-2015,"6,15,23,25,32,43",0,0.0,46,3500.0,2263,100.0,42606,10.0
5584,27-01-2015,"1,2,17,21,26,34",0,0.0,43,3500.0,2108,100.0,39157,10.0
5583,24-01-2015,"9,11,16,22,36,48",0,0.0,45,3500.0,2202,100.0,40022,10.0
5582,22-01-2015,"16,18,24,34,43,44",0,0.0,26,3500.0,1258,100.0,23501,10.0
5581,20-01-2015,"2,5,14,15,30,44",0,0.0,23,3500.0,1252,100.0,24270,10.0
5580,17-01-2015,"8,11,20,23,35,42",1,1000000.0,88,3500.0,5734,100.0,106497,10.0
5579,15-01-2015,"2,8,11,21,22,24",1,1000000.0,94,3500.0,4652,100.0,79180,10.0
5578,13-01-2015,"8,12,19,21,33,35",0,0.0,74,3500.0,3529,100.0,60535,10.0
5577,10-01-2015,"13,15,26,28,40,42",0,0.0,56,3500.0,2624,100.0,47706,10.0
5576,08-01-2015,"6,8,12,23,26,33",0,0.0,57,3500.0,2527,100.0,42364,10.0
5575,06-01-2015,"3,17,18,31,36,40",0,0.0,26,3500.0,1304,100.0,24942,10.0
5574,03-01-2015,"2,8,17,29,37,45",0,0.0,29,3500.0,1671,100.0,30756,10.0
5573,01-01-2015,"10,16,36,37,40,42",0,0.0,24,3500.0,1261,100.0,24853,10.0
5886,31-12-2016,"13,19,23,36,39,45",1,1000000.0,56,3500.0,4365,100.0,78166,10.0
5885,29-12-2016,"4,7,10,18,39,46",0,0.0,36,3500.0,2254,100.0,42766,10.0
5884,27-12-2016,"2,8,14,16,18,46",0,0.0,34,3500.0,1513,100.0,27321,10.0
5883,24-12-2016,"4,12,16,20,30,34",0,0.0,72,3500.0,3167,100.0,52233,10.0
5882,22-12-2016,"1,7,10,13,40,45",0,0.0,36,3500.0,1895,100.0,32353,10.0
5881,20-12-2016,"8,12,16,17,18,47",1,1000000.0,51,3500.0,3238,100.0,59757,10.0
5880,17-12-2016,"1,3,13,15,21,25",0,0.0,95,3500.0,4402,100.0,67491,10.0
5879,15-12-2016,"1,11,14,25,27,31",0,0.0,44,3500.0,2399,100.0,43295,10.0
5878,13-12-2016,"2,3,18,33,47,48",0,0.0,38,3500.0,2076,100.0,36960,10.0
5877,10-12-2016,"12,22,26,30,34,37",0,0.0,40,3500.0,2090,100.0,38505,10.0
5876,08-12-2016,"6,31,32,33,34,41",0,0.0,16,3500.0,1233,100.0,22697,10.0
5875,06-12-2016,"6,15,30,42,44,46",0,0.0,25,3500.0,1191,100.0,22918,10.0
5874,03-12-2016,"19,25,41,46,48,49",0,0.0,84,3500.0,4679,100.0,84623,10.0
5873,01-12-2016,"8,12,30,33,36,47",1,1000000.0,71,3500.0,3610,100.0,66343,10.0
5872,29-11-2016,"20,23,24,26,37,40",0,0.0,45,3500.0,2707,100.0,53711,10.0
5871,26-11-2016,"2,3,10,13,23,44",1,1000000.0,63,3500.0,3652,100.0,64159,10.0
5870,24-11-2016,"7,20,26,35,36,38",0,0.0,37,3500.0,1969,100.0,39628,10.0
5869,22-11-2016,"10,31,37,42,43,49",0,0.0,30,3500.0,1637,100.0,31350,10.0
5868,19-11-2016,"8,10,16,38,40,41",0,0.0,31,3500.0,1971,100.0,35981,10.0
5867,17-11-2016,"1,7,11,20,43,45",0,0.0,22,3500.0,1399,100.0,27505,10.0
5866,15-11-2016,"4,6,10,20,29,43",0,0.0,15,3500.0,1325,100.0,25750,10.0
5865,12-11-2016,"7,16,20,32,40,45",0,0.0,22,3500.0,1163,100.0,22632,10.0
5864,10-11-2016,"4,10,16,29,30,46",0,0.0,30,3500.0,1463,100.0,26162,10.0
5863,08-11-2016,"13,15,18,35,40,43",0,0.0,28,3500.0,1654,100.0,30495,10.0
5862,05-11-2016,"1,14,15,28,40,45",0,0.0,34,3500.0,1619,100.0,30914,10.0
5861,03-11-2016,"18,22,24,29,34,39",0,0.0,23,3500.0,1269,100.0,23524,10.0
5860,01-11-2016,"8,9,33,37,40,48",0,0.0,12,3500.0,954,100.0,19579,10.0
5859,29-10-2016,"4,15,21,31,39,42",0,0.0,87,3500.0,2602,100.0,49673,10.0
5858,27-10-2016,"8,12,15,28,35,43",0,0.0,52,3500.0,2123,100.0,37179,10.0
5857,25-10-2016,"6,22,30,33,43,47",0,0.0,29,3500.0,1590,100.0,29861,10.0
5856,22-10-2016,"12,13,23,28,31,34",0,0.0,38,3500.0,1992,100.0,37836,10.0
5855,20-10-2016,"25,31,34,36,39,49",0,0.0,14,3500.0,968,100.0,20883,10.0
5854,18-10-2016,"11,14,18,27,33,34",0,0.0,27,3500.0,1316,100.0,24757,10.0
5853,15-10-2016,"3,21,24,26,29,46",0,0.0,48,3500.0,2845,100.0,53405,10.0
5852,13-10-2016,"4,12,20,27,36,47",0,0.0,31,3500.0,2080,100.0,37346,10.0
5851,11-10-2016,"7,16,19,30,31,38",0,0.0,38,3500.0,1769,100.0,33557,10.0
5850,08-10-2016,"8,20,25,29,33,48",0,0.0,44,3500.0,1919,100.0,36130,10.0
5849,06-10-2016,"10,24,34,39,41,49",0,0.0,12,3500.0,1100,100.0,21504,10.0
5848,04-10-2016,"1,4,5,8,27,28",0,0.0,46,3500.0,2121,100.0,31292,10.0
5847,01-10-2016,"5,8,9,25,26,43",0,0.0,52,3500.0,1932,100.0,36879,10.0
5846,29-09-2016,"4,7,26,28,36,41",0,0.0,93,3500.0,3618,100.0,68052,10.0
5845,27-09-2016,"6,19,23,33,34,38",0,0.0,68,3500.0,3000,100.0,56940,10.0
5844,24-09-2016,"2,9,15,23,33,46",0,0.0,88,3500.0,3699,100.0,65255,10.0
5843,22-09-2016,"6,10,25,26,27,38",0,0.0,33,3500.0,2376,100.0,46212,10.0
5842,20-09-2016,"8,20,36,40,43,48",0,0.0,40,3500.0,1847,100.0,35577,10.0
5841,17-09-2016,"1,11,12,35,37,47",0,0.0,40,3500.0,2127,100.0,40499,10.0
5840,15-09-2016,"10,11,15,22,26,41",0,0.0,27,3500.0,1563,100.0,29742,10.0
5839,13-09-2016,"15,17,26,33,35,40",0,0.0,19,3500.0,1524,100.0,26423,10.0
5838,10-09-2016,"3,15,17,38,43,47",0,0.0,29,3500.0,1699,100.0,30774,10.0
5837,08-09-2016,"4,16,19,21,28,49",0,0.0,55,3500.0,2400,100.0,42669,10.0
5836,06-09-2016,"17,22,31,44,48,49",0,0.0,37,3500.0,1705,100.0,33277,10.0
5835,03-09-2016,"2,5,10,23,31,32",0,0.0,35,3500.0,2213,100.0,40013,10.0
5834,01-09-2016,"18,21,28,42,47,48",0,0.0,20,3500.0,1113,100.0,23764,10.0
5833,30-08-2016,"7,9,16,23,27,42",0,0.0,35,3500.0,1783,100.0,29467,10.0
5832,27-08-2016,"2,15,16,28,39,41",0,0.0,28,3500.0,1470,100.0,28568,10.0
5831,25-08-2016,"5,15,20,25,40,49",0,0.0,91,3500.0,4321,100.0,67504,10.0
5830,23-08-2016,"9,11,16,28,38,40",1,1000000.0,69,3500.0,3205,100.0,60295,10.0
5829,20-08-2016,"11,19,21,22,27,42",0,0.0,68,3500.0,3259,100.0,62918,10.0
5828,18-08-2016,"21,24,41,46,47,49",0,0.0,37,3500.0,2267,100.0,41393,10.0
5827,16-08-2016,"14,20,23,32,40,41",1,1000000.0,48,3500.0,1845,100.0,31067,10.0
5826,13-08-2016,"12,14,19,24,37,47",0,0.0,70,3500.0,2645,100.0,47772,10.0
5825,11-08-2016,"3,18,22,25,30,45",0,0.0,46,3500.0,1743,100.0,31471,10.0
5824,09-08-2016,"8,13,16,19,27,44",1,1000000.0,32,3500.0,1707,100.0,31068,10.0
5823,06-08-2016,"4,9,15,28,36,39",0,0.0,36,3500.0,1895,100.0,33381,10.0
5822,04-08-2016,"8,12,16,26,35,45",0,0.0,41,3500.0,2626,100.0,46998,10.0
5821,02-08-2016,"4,5,6,18,44,49",0,0.0,37,3500.0,2306,100.0,43262,10.0
5820,30-07-2016,"19,26,33,38,46,47",0,0.0,39,3500.0,2183,100.0,39738,10.0
5819,28-07-2016,"7,16,21,24,29,46",0,0.0,33,3500.0,1697,100.0,31635,10.0
5818,26-07-2016,"2,12,24,28,31,47",0,0.0,29,3500.0,1457,100.0,27869,10.0
5817,23-07-2016,"2,10,26,30,48,49",0,0.0,27,3500.0,1536,100.0,29446,10.0
5816,21-07-2016,"7,8,10,16,22,25",0,0.0,52,3500.0,2452,100.0,42586,10.0
5815,19-07-2016,"2,3,25,30,31,38",0,0.0,32,3500.0,1636,100.0,31792,10.0
5814,16-07-2016,"16,22,41,45,48,49",0,0.0,28,3500.0,1732,100.0,30871,10.0
5813,14-07-2016,"2,6,15,21,29,37",0,0.0,37,3500.0,1457,100.0,26122,10.0
5812,12-07-2016,"2,3,7,17,26,44",0,0.0,81,3500.0,4880,100.0,87143,10.0
5811,09-07-2016,"3,4,16,19,34,39",1,1000000.0,86,3500.0,4398,100.0,78818,10.0
5810,07-07-2016,"4,13,25,38,45,48",1,1000000.0,56,3500.0,3043,100.0,53925,10.0
5809,05-07-2016,"1,9,18,23,36,49",0,0.0,65,3500.0,3366,100.0,54486,10.0
5808,02-07-2016,"1,4,6,26,36,44",0,0.0,52,3500.0,2894,100.0,53830,10.0
5807,30-06-2016,"5,12,14,20,27,43",0,0.0,48,3500.0,2375,100.0,41417,10.0
5806,28-06-2016,"3,4,9,13,25,47",0,0.0,48,3500.0,2628,100.0,45179,10.0
5805,25-06-2016,"15,22,24,27,29,34",0,0.0,64,3500.0,2246,100.0,36853,10.0
5804,23-06-2016,"13,17,23,24,31,33",0,0.0,33,3500.0,1856,100.0,30242,10.0
5803,21-06-2016,"8,16,23,28,30,45",0,0.0,33,3500.0,1455,100.0,26587,10.0
5802,18-06-2016,"6,24,29,44,47,48",2,1000000.0,69,3500.0,3638,100.0,68405,10.0
5801,16-06-2016,"6,11,27,32,43,48",0,0.0,57,3500.0,2887,100.0,53419,10.0
5800,14-06-2016,"6,9,17,28,39,47",1,1000000.0,70,3500.0,3119,100.0,56243,10.0
5799,11-06-2016,"11,24,27,28,32,40",0,0.0,60,3500.0,2988,100.0,56627,10.0
5798,09-06-2016,"14,17,19,22,31,40",0,0.0,37,3500.0,2117,100.0,40049,10.0
5797,07-06-2016,"7,10,12,22,43,44",0,0.0,29,3500.0,1942,100.0,35892,10.0
5796,04-06-2016,"5,19,24,33,38,46",0,0.0,50,3500.0,1988,100.0,36988,10.0
5795,02-06-2016,"7,17,30,35,36,39",0,0.0,16,3500.0,1304,100.0,25927,10.0
5794,31-05-2016,"7,18,26,29,36,39",0,0.0,100,3500.0,5299,100.0,100300,10.0
5793,28-05-2016,"5,11,23,35,41,46",0,0.0,92,3500.0,5349,100.0,90929,10.0
5792,26-05-2016,"6,14,23,29,43,44",0,0.0,55,3500.0,3327,100.0,58959,10.0
5791,24-05-2016,"1,12,18,19,22,35",2,1000000.0,59,3500.0,3683,100.0,69196,10.0
5790,21-05-2016,"8,31,38,40,41,42",0,0.0,66,3500.0,3322,100.0,61264,10.0
5789,19-05-2016,"6,12,18,30,34,39",1,1000000.0,67,3500.0,3252,100.0,53217,10.0
5788,17-05-2016,"8,11,28,35,37,46",0,0.0,39,3500.0,2498,100.0,44235,10.0
5787,14-05-2016,"26,37,38,41,45,47",0,0.0,33,3500.0,2221,100.0,41451,10.0
5786,12-05-2016,"1,19,22,39,44,47",0,0.0,32,3500.0,1429,100.0,26993,10.0
5785,10-05-2016,"8,9,25,29,36,44",0,0.0,33,3500.0,1655,100.0,29999,10.0
5784,07-05-2016,"11,12,15,28,37,49",2,1000000.0,294,3500.0,16858,100.0,317632,10.0
5783,05-05-2016,"12,15,24,27,31,43",0,0.0,220,3500.0,10768,100.0,186161,10.0
5782,03-05-2016,"18,29,41,46,47,49",2,1000000.0,54,3500.0,4218,100.0,80924,10.0
5781,30-04-2016,"3,10,12,23,24,43",0,0.0,115,3500.0,6114,100.0,111923,10.0
5780,28-04-2016,"13,20,23,27,38,41",1,1000000.0,66,3500.0,3831,100.0,74175,10.0
5779,26-04-2016,"10,25,27,32,37,39",1,1000000.0,67,3500.0,3220,100.0,60251,10.0
5778,23-04-2016,"8,9,14,18,22,39",0,0.0,66,3500.0,3479,100.0,64424,10.0
5777,21-04-2016,"1,2,8,26,31,38",1,1000000.0,40,3500.0,2469,100.0,45102,10.0
5776,19-04-2016,"2,10,25,26,33,41",1,1000000.0,49,3500.0,2108,100.0,39351,10.0
5775,16-04-2016,"1,13,21,32,43,44",0,0.0,37,3500.0,2093,100.0,39293,10.0
5774,14-04-2016,"12,21,28,33,37,44",0,0.0,24,3500.0,1421,100.0,26486,10.0
5773,12-04-2016,"12,14,26,30,34,45",0,0.0,31,3500.0,1240,100.0,24444,10.0
5772,09-04-2016,"2,21,26,37,38,47",0,0.0,96,3500.0,4456,100.0,87008,10.0
5771,07-04-2016,"5,11,20,24,34,41",0,0.0,61,3500.0,2994,100.0,59762,10.0
5770,05-04-2016,"21,32,38,43,48,49",0,0.0,59,3500.0,2526,100.0,48280,10.0
5769,02-04-2016,"11,16,19,20,30,37",0,0.0,42,3500.0,2638,100.0,49908,10.0
5768,31-03-2016,"1,8,10,14,25,34",0,0.0,44,3500.0,2240,100.0,40344,10.0
5767,29-03-2016,"8,10,11,12,21,30",0,0.0,41,3500.0,1638,100.0,26106,10.0
5766,26-03-2016,"5,14,22,26,45,47",0,0.0,47,3500.0,2132,100.0,37960,10.0
5765,24-03-2016,"5,22,26,35,38,43",0,0.0,38,3500.0,1446,100.0,24565,10.0
5764,22-03-2016,"5,10,21,27,41,44",0,0.0,26,3500.0,1363,100.0,26737,10.0
5763,19-03-2016,"7,15,21,34,39,48",0,0.0,36,3500.0,1629,100.0,29842,10.0
5762,17-03-2016,"7,22,26,31,35,44",0,0.0,55,3500.0,2418,100.0,42924,10.0
5761,15-03-2016,"6,22,29,47,48,49",1,1000000.0,25,3500.0,1999,100.0,37492,10.0
5760,12-03-2016,"2,12,23,32,39,42",0,0.0,42,3500.0,2216,100.0,38429,10.0
5759,10-03-2016,"6,14,16,28,30,47",0,0.0,29,3500.0,1392,100.0,25643,10.0
5758,08-03-2016,"5,13,14,18,20,41",1,1000000.0,24,3500.0,1374,100.0,25361,10.0
5757,05-03-2016,"16,26,27,28,35,43",0,0.0,25,3500.0,1593,100.0,31245,10.0
5756,03-03-2016,"24,28,30,31,43,49",0,0.0,18,3500.0,1004,100.0,20343,10.0
5755,01-03-2016,"5,9,10,28,44,46",0,0.0,28,3500.0,1702,100.0,33021,10.0
5754,27-02-2016,"13,17,22,26,42,46",0,0.0,42,3500.0,1936,100.0,35084,10.0
5753,25-02-2016,"11,17,24,32,43,45",0,0.0,33,3500.0,1247,100.0,23653,10.0
5752,23-02-2016,"14,24,30,34,35,44",0,0.0,21,3500.0,1203,100.0,20578,10.0
5751,20-02-2016,"17,24,29,35,37,47",0,0.0,33,3500.0,1913,100.0,32277,10.0
5750,18-02-2016,"1,8,15,18,23,26",1,1000000.0,66,3500.0,3289,100.0,56081,10.0
5749,16-02-2016,"18,21,23,30,32,41",0,0.0,42,3500.0,2161,100.0,39965,10.0
5748,13-02-2016,"18,20,24,29,33,42",0,0.0,37,3500.0,2092,100.0,39954,10.0
5747,11-02-2016,"12,17,18,31,32,38",1,1000000.0,23,3500.0,1405,100.0,27700,10.0
5746,09-02-2016,"7,21,23,30,35,48",0,0.0,23,3500.0,1319,100.0,25947,10.0
5745,06-02-2016,"3,15,22,27,32,46",2,1000000.0,67,3500.0,3778,100.0,65560,10.0
5744,04-02-2016,"7,13,20,34,40,41",0,0.0,52,3500.0,2350,100.0,42660,10.0
5743,02-02-2016,"4,14,17,25,29,44",0,0.0,49,3500.0,2439,100.0,42756,10.0
5742,30-01-2016,"8,15,28,43,45,46",0,0.0,35,3500.0,1925,100.0,36329,10.0
5741,28-01-2016,"16,17,18,21,25,26",0,0.0,22,3500.0,1343,100.0,25987,10.0
5740,26-01-2016,"11,20,23,28,29,34",0,0.0,20,3500.0,1200,100.0,22769,10.0
5739,23-01-2016,"13,14,20,31,42,45",1,1000000.0,32,3500.0,2119,100.0,34986,10.0
5738,21-01-2016,"17,25,34,37,41,46",0,0.0,19,3500.0,1368,100.0,24198,10.0
5737,19-01-2016,"3,17,28,31,32,34",0,0.0,22,3500.0,1400,100.0,25234,10.0
5736,16-01-2016,"20,21,29,40,46,48",0,0.0,28,3500.0,1754,100.0,33546,10.0
5735,14-01-2016,"12,13,15,24,25,33",0,0.0,37,3500.0,1871,100.0,33046,10.0
5734,12-01-2016,"7,18,27,29,47,49",0,0.0,31,3500.0,1508,100.0,26275,10.0
5733,09-01-2016,"1,4,16,23,25,30",0,0.0,43,3500.0,2081,100.0,35820,10.0
5732,07-01-2016,"5,9,11,16,45,49",0,0.0,30,3500.0,1580,100.0,28706,10.0
5731,05-01-2016,"4,14,20,26,27,35",0,0.0,31,3500.0,1766,100.0,31828,10.0
5730,02-01-2016,"16,23,29,36,37,45",0,0.0,26,3500.0,1429,100.0,23973,10.0
6042,30-12-2017,"3,6,8,12,18,46",0,0.0,67,3500.0,3413,100.0,54903,10.0
6041,28-12-2017,"12,34,36,41,43,44",0,0.0,25,3500.0,1299,100.0,25716,10.0
6040,26-12-2017,"13,24,25,30,32,45",0,0.0,13,3500.0,1003,100.0,18320,10.0
6039,23-12-2017,"14,15,17,25,36,39",0,0.0,51,3500.0,2577,100.0,48759,10.0
6038,21-12-2017,"13,21,23,35,38,47",0,0.0,15,3500.0,1354,100.0,25156,10.0
6037,19-12-2017,"2,4,9,12,24,31",0,0.0,36,3500.0,1978,100.0,30656,10.0
6036,16-12-2017,"3,4,14,16,19,32",1,1000000.0,45,3500.0,2605,100.0,47782,10.0
6035,14-12-2017,"7,8,16,22,41,44",0,0.0,44,3500.0,1938,100.0,33656,10.0
6034,12-12-2017,"23,28,34,36,37,47",0,0.0,48,3500.0,1897,100.0,31889,10.0
6033,09-12-2017,"1,9,13,18,26,38",0,0.0,43,3500.0,2337,100.0,39962,10.0
6032,07-12-2017,"20,23,30,37,39,41",0,0.0,22,3500.0,1141,100.0,21725,10.0
6031,05-12-2017,"2,7,18,30,40,43",0,0.0,20,3500.0,1174,100.0,22762,10.0
6030,02-12-2017,"3,8,13,22,25,35",0,0.0,55,3500.0,1943,100.0,33830,10.0
6029,30-11-2017,"5,14,16,20,29,30",1,1000000.0,30,3500.0,1971,100.0,36523,10.0
6028,28-11-2017,"6,9,15,17,31,43",0,0.0,37,3500.0,2062,100.0,39021,10.0
6027,25-11-2017,"4,5,19,32,35,49",1,1000000.0,42,3500.0,2218,100.0,41416,10.0
6026,23-11-2017,"10,32,35,37,40,44",0,0.0,32,3500.0,1399,100.0,26840,10.0
6025,21-11-2017,"1,4,15,45,47,49",0,0.0,29,3500.0,1529,100.0,28019,10.0
6024,18-11-2017,"21,22,28,30,32,49",0,0.0,29,3500.0,1454,100.0,28615,10.0
6023,16-11-2017,"5,13,20,37,43,47",0,0.0,25,3500.0,1126,100.0,22967,10.0
6022,14-11-2017,"3,16,26,28,33,36",0,0.0,23,3500.0,1370,100.0,23627,10.0
6021,11-11-2017,"3,12,18,23,24,38",0,0.0,45,3500.0,2415,100.0,41817,10.0
6020,09-11-2017,"7,12,13,16,31,34",0,0.0,40,3500.0,2376,100.0,42813,10.0
6019,07-11-2017,"10,13,27,35,43,47",0,0.0,39,3500.0,2148,100.0,37855,10.0
6018,04-11-2017,"2,5,11,18,28,46",0,0.0,33,3500.0,2261,100.0,42063,10.0
6017,02-11-2017,"1,2,4,10,36,40",0,0.0,17,3500.0,1371,100.0,24949,10.0
6016,31-10-2017,"6,11,19,25,27,40",0,0.0,39,3500.0,1884,100.0,34553,10.0
6015,28-10-2017,"22,24,25,28,46,47",0,0.0,36,3500.0,1781,100.0,30893,10.0
6014,26-10-2017,"1,18,22,38,41,43",0,0.0,15,3500.0,1009,100.0,20171,10.0
6013,24-10-2017,"7,19,23,38,39,40",0,0.0,23,3500.0,1219,100.0,21806,10.0
6012,21-10-2017,"2,11,13,22,25,37",1,1000000.0,51,3500.0,2488,100.0,41381,10.0
6011,19-10-2017,"4,15,21,26,30,38",0,0.0,21,3500.0,1328,100.0,24141,10.0
6010,17-10-2017,"5,9,18,38,40,43",0,0.0,27,3500.0,1094,100.0,22518,10.0
6009,14-10-2017,"3,8,18,19,21,30",0,0.0,38,3500.0,1991,100.0,33780,10.0
6008,12-10-2017,"6,7,15,24,28,36",0,0.0,39,3500.0,1767,100.0,29121,10.0
6007,10-10-2017,"7,12,14,17,23,40",0,0.0,17,3500.0,1400,100.0,26398,10.0
6006,07-10-2017,"1,8,15,34,35,36",0,0.0,40,3500.0,2126,100.0,40999,10.0
6005,05-10-2017,"8,14,29,39,45,47",1,1000000.0,24,3500.0,1413,100.0,26557,10.0
6004,03-10-2017,"2,8,11,21,40,45",1,1000000.0,33,3500.0,1470,100.0,27255,10.0
6003,30-09-2017,"6,22,26,28,43,44",0,0.0,33,3500.0,1714,100.0,31644,10.0
6002,28-09-2017,"11,12,17,29,32,36",0,0.0,33,3500.0,1369,100.0,24405,10.0
6001,26-09-2017,"7,37,41,46,47,49",0,0.0,55,3500.0,3305,100.0,57989,10.0
6000,23-09-2017,"33,35,37,39,48,49",1,1000000.0,80,3500.0,3069,100.0,53671,10.0
5999,21-09-2017,"9,10,17,18,32,48",0,0.0,45,3500.0,2195,100.0,42676,10.0
5998,19-09-2017,"13,22,26,31,36,38",0,0.0,36,3500.0,2243,100.0,43198,10.0
5997,16-09-2017,"2,8,29,40,47,49",1,1000000.0,31,3500.0,2254,100.0,42853,10.0
5996,14-09-2017,"2,12,13,17,28,29",1,1000000.0,70,3500.0,2067,100.0,35881,10.0
5995,12-09-2017,"4,20,28,29,39,47",0,0.0,20,3500.0,1339,100.0,27673,10.0
5994,09-09-2017,"3,7,10,13,42,45",0,0.0,48,3500.0,2470,100.0,40718,10.0
5993,07-09-2017,"1,2,5,8,29,43",0,0.0,12,3500.0,1539,100.0,27655,10.0
5992,05-09-2017,"6,10,39,40,43,46",2,1000000.0,100,3500.0,4157,100.0,75948,10.0
5991,02-09-2017,"17,21,31,36,37,46",0,0.0,69,3500.0,4057,100.0,79126,10.0
5990,31-08-2017,"10,11,12,36,38,47",0,0.0,53,3500.0,3051,100.0,57062,10.0
5989,29-08-2017,"5,13,23,32,35,45",0,0.0,77,3500.0,3158,100.0,55973,10.0
5988,26-08-2017,"8,12,17,34,35,47",0,0.0,64,3500.0,3085,100.0,55726,10.0
5987,24-08-2017,"4,8,20,21,28,40",0,0.0,40,3500.0,2066,100.0,38247,10.0
5986,22-08-2017,"2,4,6,12,29,37",0,0.0,34,3500.0,2419,100.0,40174,10.0
5985,19-08-2017,"13,20,23,24,27,45",0,0.0,36,3500.0,1830,100.0,35475,10.0
5984,17-08-2017,"3,10,14,21,24,30",0,0.0,33,3500.0,1533,100.0,27018,10.0
5983,15-08-2017,"7,19,23,38,46,49",0,0.0,23,3500.0,1197,100.0,21875,10.0
5982,12-08-2017,"2,15,21,32,44,48",0,0.0,28,3500.0,1841,100.0,33245,10.0
5981,10-08-2017,"4,5,13,15,19,39",0,0.0,30,3500.0,1548,100.0,28893,10.0
5980,08-08-2017,"7,16,37,39,41,43",0,0.0,25,3500.0,1174,100.0,22655,10.0
5979,05-08-2017,"10,14,24,27,36,38",0,0.0,41,3500.0,3056,100.0,55816,10.0
5978,03-08-2017,"2,6,12,14,29,49",0,0.0,49,3500.0,2520,100.0,43585,10.0
5977,01-08-2017,"16,17,25,27,39,42",0,0.0,32,3500.0,1874,100.0,34185,10.0
5976,29-07-2017,"4,24,29,36,40,48",1,1000000.0,43,3500.0,1877,100.0,36025,10.0
5975,27-07-2017,"13,21,24,26,27,46",0,0.0,26,3500.0,1572,100.0,28951,10.0
5974,25-07-2017,"10,16,17,18,39,45",0,0.0,19,3500.0,1109,100.0,21873,10.0
5973,22-07-2017,"5,10,21,26,27,28",0,0.0,37,3500.0,1580,100.0,29175,10.0
5972,20-07-2017,"6,18,23,29,31,33",0,0.0,27,3500.0,1573,100.0,27967,10.0
5971,18-07-2017,"18,29,31,41,43,44",0,0.0,16,3500.0,1130,100.0,20613,10.0
5970,15-07-2017,"1,23,28,35,38,39",0,0.0,28,3500.0,1354,100.0,25878,10.0
5969,13-07-2017,"4,8,11,14,23,39",0,0.0,33,3500.0,1750,100.0,31305,10.0
5968,11-07-2017,"6,14,15,32,35,43",0,0.0,30,3500.0,1268,100.0,23990,10.0
5967,08-07-2017,"1,3,14,36,37,43",0,0.0,22,3500.0,1416,100.0,27672,10.0
5966,06-07-2017,"9,24,26,28,29,38",0,0.0,35,3500.0,1610,100.0,30396,10.0
5965,04-07-2017,"3,10,22,25,30,48",0,0.0,32,3500.0,1622,100.0,29704,10.0
5964,01-07-2017,"2,17,20,21,22,23",0,0.0,35,3500.0,1736,100.0,31541,10.0
5963,29-06-2017,"15,25,26,30,33,39",0,0.0,14,3500.0,1074,100.0,19584,10.0
